District Name,District Number,Year,elem_nutr_gen_atm,mid_nutr_gen_atm,elem_nutr_bkfst,mid_nutr_bkfst,elem_nutr_lunch,mid_nutr_lunch,elem_nutr_a_la_carte,mid_nutr_a_la_carte,elem_nutr_vend,mid_nutr_vend,elem_nutr_sch_store,mid_nutr_sch_store,elem_nutr_sch_day,mid_nutr_sch_day,elem_nutr_aft_sch_prog,mid_nutr_aft_sch_prog,elem_ne_gen_guide_and_class,mid_ne_gen_guide_and_class,elem_ne_cafeteria,mid_ne_cafeteria,elem_ne_events_dur_sch_day,mid_ne_events_dur_sch_day,elem_ne_aft_sch_prog,mid_ne_aft_sch_prog,elem_ne_fam_comm,mid_ne_fam_comm,elem_ne_staff_well,mid_ne_staff_well,elem_pa_gen_guide_pe_class,mid_pa_gen_guide_pe_class,elem_pa_thru_day,mid_pa_thru_day,elem_pa_punish,mid_pa_punish,elem_pa_recess,mid_pa_recess,elem_pa_bef_aft_sch,mid_pa_bef_aft_sch,elem_pa_fam_comm,mid_pa_fam_comm,3_mean_edfa_ela,3_mean_edfa_math,4_mean_edfa_ela,4_mean_edfa_math,5_mean_edfa_ela,5_mean_edfa_math,6_mean_edfa_ela,6_mean_edfa_math,7_mean_edfa_ela,7_mean_edfa_math,8_mean_edfa_ela,8_mean_edfa_math,three_mean_ela2011,three_mean_math2011,four_mean_ela2011,four_mean_math2011,five_mean_ela2011,five_mean_math2011,six_mean_ela2011,six_mean_math2011,seven_mean_ela2011,seven_mean_math2011,eight_mean_ela2011,eight_mean_math2011,three_ela_change,three_math_change,four_ela_change,four_math_change,five_ela_change,five_math_change,six_ela_change,six_math_change,seven_ela_change,seven_math_change,eight_ela_change,eight_math_change
South Barber,255,2010,B+,B+,E,E,E-,E-,,,,A-,,,A-,A-,,,A,A,E,E,E+,E+,,,E,E,E-,E-,A-,A-,E+,A+,B+,B+,E+,,,E,A+,A+,,,-0.030072518,-0.34989938,,,,,,,,,,,,,-0.22479714,-0.49399745,,,,,,,0,0,0.030072518,0.34989938,-0.22479714,-0.49399745,0,0,0,0,0,0
South Brown County,430,2010,B+,B+,E-,E-,B+,B+,,,,E,,,A-,A,,,A-,A-,A-,A-,E-,E,,,A+,A-,E,E,A+,A-,E-,E-,B+,B+,E-,,,,A+,A+,-0.56573588,-0.22706529,-0.34115043,-0.00963302,0.41736811,0.22102499,0.00081893,0.23170035,-0.29064488,0.33645213,-0.29905614,-0.35372615,-0.24250025,-0.43539897,-0.040608913,0.12688766,0.14596172,0.23930266,0.14380591,0.31864059,-0.21006611,0.40991491,-0.18950501,-0.089619637,0.32323563,-0.20833368,0.300541517,0.13652068,-0.27140639,0.01827767,0.14298698,0.08694024,0.08057877,0.07346278,0.10955113,0.264106513
Southeast of Saline,306,2010,B+,B+,,,E,E,,E,E-,E-,,,A,A,,,B+,B+,E,E,E,A,,,E,E,E,E,A-,A+,E,E,B+,B+,A+,,,E,A+,A+,-0.11637203,0.12157444,-0.053537708,0.30335519,0.026648432,0.020525159,0.56292725,0.47595099,-0.16929987,0.043490153,0.25581354,0.22832984,-0.1791894,-0.08589603,-0.12389121,0.028486747,-0.25117213,0.049843561,0.27531582,-0.024072496,0.31486723,0.3825241,0.037017122,-0.10100538,-0.06281737,-0.20747047,-0.070353502,-0.274868443,-0.277820562,0.029318402,-0.28761143,-0.500023486,0.4841671,0.339033947,-0.218796418,-0.32933522
Southern Cloud,334,2010,B+,B+,A,A-,B+,B+,,,,B+,,,A,A,,,A-,A-,A-,A-,B+,B+,,,A-,B,A-,A-,A-,A+,A-,B+,B,B+,E-,,B+,B+,A+,A+,0.28649557,-0.3302075,,,-0.043336071,-0.0749854,-0.051714145,-0.039514765,,,0.015466325,-0.52605897,,,,,,,-0.29241115,-0.17143965,-0.05610108,-0.035605736,,,-0.28649557,0.3302075,0,0,0.043336071,0.0749854,-0.240697005,-0.131924885,-0.05610108,-0.035605736,-0.015466325,0.52605897
Southern Lyon County,252,2010,B,B,A,A,A-,A-,,,,E-,,,A-,A-,,,B+,B+,A,A,A,A,,,A+,A+,E-,E-,A-,B,A,A,B,B,A+,,A+,E-,A+,A+,0.24660829,-0.023211183,0.44282699,0.54868889,0.46794227,0.53437275,0.079334736,0.25973201,0.068897322,0.14435974,0.12073196,0.45740172,0.32267267,0.006841272,0.51479185,0.51927352,0.43167472,0.11755908,0.19157286,0.68366927,-0.03108106,-0.014300276,-0.069611602,-0.25622073,0.07606438,0.030052455,0.07196486,-0.02941537,-0.03626755,-0.41681367,0.112238124,0.42393726,-0.099978382,-0.158660016,-0.190343562,-0.71362245
Spearville,381,2010,B+,B+,,,A-,A-,,,,,,,B+,B,,,B,B,B+,B+,,B-,,,B,B,B-,B-,B,B,B+,B+,,,B+,,,,A+,A+,0.2845692,0.015394783,0.29685307,0.54388613,0.20610794,0.26887423,0.42344964,0.83652198,0.99659848,0.38363701,0.84453052,-0.022332788,-0.066466317,0.083808735,0.78376913,0.644288,0.13892509,0.128077,0.28043798,0.79743755,0.25771859,0.054414906,0.45883417,0.32174811,-0.351035517,0.068413952,0.48691606,0.10040187,-0.06718285,-0.14079723,-0.14301166,-0.03908443,-0.73887989,-0.329222104,-0.38569635,0.344080898
Spring Hill,230,2010,B+,B+,E-,E-,A+,A+,A+,E-,A,B+,,,A-,B+,,,B+,B+,A+,E-,A,,,,A+,A,E+,E+,B,B,E,E,B+,B+,A+,,E-,E-,A+,A+,0.076216616,0.05023485,0.15752563,0.070003644,0.13648137,0.083885461,0.24454071,0.33103719,0.37482679,0.36216113,0.31562424,0.49758217,0.15999804,0.19850935,0.097417913,-0.023257643,0.29633236,0.25565627,0.26998645,0.27794021,0.30219299,0.35238165,0.36422205,0.40448058,0.083781424,0.1482745,-0.060107717,-0.093261287,0.15985099,0.171770809,0.02544574,-0.05309698,-0.0726338,-0.00977948,0.04859781,-0.09310159
St Francis Community Schools,297,2010,B+,,E,,A-,,,,A,,,,A,,,,B,,A-,,B+,,,,B-,,B-,,A-,,E+,,B+,,B+,,E-,,A-,,0.2988022,0.50217515,-0.065414511,-0.53342545,,,0.32377434,-0.39645487,,,,,,,-0.17651531,-0.1341131,0.086963467,0.050433718,,,0.29688278,0.36086524,,,-0.2988022,-0.50217515,-0.111100799,0.39931235,0.086963467,0.050433718,-0.32377434,0.39645487,0.29688278,0.36086524,0,0
St John-Hudson,350,2010,B+,B+,A+,A+,B+,B+,B+,B+,B,B,,,A,A,,,A,A,E-,E-,B+,A+,,,A,A,A,A,A-,A-,A+,A+,B+,B+,A+,,A+,A+,A+,A+,-0.79289365,-0.26407641,0.27720034,1.1238716,-0.11246515,-0.44429508,-0.15828149,-0.15959513,0.022466205,-0.26082459,0.51250976,0.1659172,,,-0.7293427,-0.4868767,-0.30251461,-0.13885579,0.065374151,-0.27433175,,,-0.014334392,-0.38226375,0.79289365,0.26407641,-1.00654304,-1.6107483,-0.19004946,0.30543929,0.223655641,-0.11473662,-0.022466205,0.26082459,-0.526844152,-0.54818095
Stafford,349,2010,B+,B+,E+,E+,E+,E+,,,,E+,,,A+,A,E+,E+,E+,A,E,E,E+,E+,A+,,E+,E+,E+,E+,A-,A-,A+,B+,B,B+,A+,,E,,E+,E+,,,,,-0.008266799,-0.19580771,,,-0.60394573,-0.43602198,,,0.14586431,0.47626391,,,,,,,0.22001262,-0.22916774,-0.64509821,-0.3733016,0.14586431,0.47626391,0,0,0.008266799,0.19580771,0,0,0.82395835,0.20685424,-0.64509821,-0.3733016
Stanton County,452,2010,B+,B+,E,E,,,,,,,,,A-,A-,E+,,A,A,E,E,E,E,E-,B-,E,E,E,E,A-,A+,E+,E,B-,B+,E,,,,E,E,-0.14505351,-0.20451425,-0.29879111,-0.19115523,0.038879789,-0.18404371,-0.14989774,-0.33796242,-0.38241953,-0.26104349,-0.29103884,-0.039483234,-0.24936108,-0.29701009,-0.2538552,-0.094134383,-0.22043785,-0.28971824,-0.20567295,-0.27461994,-0.13839167,-0.29249394,-0.46295202,-0.52856702,-0.10430757,-0.09249584,0.04493591,0.097020847,-0.259317639,-0.10567453,-0.05577521,0.06334248,0.24402786,-0.03145045,-0.17191318,-0.489083786
Sterling,376,2010,B+,B,A+,A+,A+,A+,,A,,A,,,A,A,,,B+,B+,E-,A+,A+,A+,,,A-,B-,E,E,B+,B,A+,B+,B+,B+,E-,,B+,B-,E-,E-,0.34222037,0.14862898,0.075569272,0.1167167,0.29184389,0.20637168,0.38374227,0.79920262,-0.1100405,-0.23629589,-0.039300546,0.028297933,0.14605483,0.011524027,0.090821922,-0.014093855,-0.003500875,0.078655012,0.2048236,0.33626589,-0.10879692,0.3026993,-0.014435578,0.095255896,-0.19616554,-0.137104953,0.01525265,-0.130810555,-0.295344765,-0.127716668,-0.17891867,-0.46293673,0.00124358,0.53899519,0.024864968,0.066957963
Stockton,271,2010,B+,B+,E-,E-,E,E,,,,,,,A,A,,,B,B,A+,A-,B-,B-,,,B+,B+,E-,E-,B+,B+,E-,E-,,,E-,,E-,E-,A+,A+,,,0.54745692,0.071030684,,,0.090783432,-0.25485107,0.11409338,0.45203558,,,,,,,0.16184726,-0.19840571,,,-0.1165922,-0.44022939,-0.10543568,0.26917532,0,0,-0.54745692,-0.071030684,0.16184726,-0.19840571,-0.090783432,0.25485107,-0.23068558,-0.89226497,-0.10543568,0.26917532
Sublette,374,2010,B+,B+,E+,E+,E-,E-,,,E-,E-,,,A+,A+,,,E+,E+,E,E,E,E,,,E,E,E,E,A,A,A+,A+,B+,B+,E,,A+,A+,E-,E-,0.15912589,0.38045424,0.28038105,0.22194663,-0.075543366,-0.21145104,0.24988893,0.011344919,-0.2126433,-0.25937921,0.013592009,0.097129531,0.03343273,0.71279263,0.008163554,0.1943721,-0.19127573,-0.47162753,-0.19449311,-0.1320309,0.081848495,-0.12920842,-0.13174623,-0.032074794,-0.12569316,0.33233839,-0.272217496,-0.02757453,-0.115732364,-0.26017649,-0.44438204,-0.143375819,0.294491795,0.13017079,-0.145338239,-0.129204325
Syracuse,494,2010,B+,B+,E,E+,E,E,,E,,E,,,E,E,,,E,E,E+,E+,E+,E+,,,E+,E+,E+,E+,E,E,E+,E+,B+,B+,E+,,,,A+,E+,-0.50245953,-0.43434697,-0.076339535,0.07273367,-0.12358084,-0.12842633,0.01121409,-0.52064466,0.23264039,-0.15587726,0.10791902,-0.44940093,-0.56376594,-0.42757523,-0.052618332,-0.14666285,-0.18107745,-0.25400874,-0.067630306,-0.13450661,-0.18932092,-0.46148762,0.27310628,-0.29976308,-0.06130641,0.00677174,0.023721203,-0.21939652,-0.05749661,-0.12558241,-0.078844396,0.38613805,-0.42196131,-0.30561036,0.16518726,0.14963785
Thunder Ridge Schools ,110,2010,B,B,A-,B+,,,,,,,,,,,,,B-,B-,A-,A-,,,,,B-,B-,A,A,B+,B+,A-,A-,B+,B+,E-,,E,E,B,B,0.093752801,-0.08806622,,,,,,,0.19482636,0.12894306,0.57657206,-0.22272803,,,,,,,,,,,0.40775791,0.32435578,-0.093752801,0.08806622,0,0,0,0,0,0,-0.19482636,-0.12894306,-0.16881415,0.54708381
Tonganoxie,464,2010,B+,B+,E-,E-,A,A,,E,,A,,,A,A,,,A-,A,A,A+,A+,B+,,,A,A,E,E,A-,E+,E,E,B+,B+,E-,,E+,E,E-,E-,-0.13538268,-0.087770507,-0.030199578,0.045129519,0.023089282,-0.16977869,0.011423637,-0.28530318,-0.18162933,-0.24182929,-0.15190148,-0.16740343,-0.42245743,-0.136004,-0.24224909,-0.15535384,-0.034818515,-0.054786909,0.049412891,-0.19459759,0.023512842,-0.095610224,-0.000280458,-0.26181081,-0.28707475,-0.048233493,-0.212049512,-0.200483359,-0.057907797,0.114991781,0.037989254,0.09070559,0.205142172,0.146219066,0.151621022,-0.09440738
Topeka Public Schools,501,2010,B+,B+,E-,E,A+,E-,,E-,,A+,,,B+,B+,E-,E-,B+,B+,A-,A-,B+,B+,B+,B-,A,A,E,E,B+,B+,B+,B+,B+,B+,A+,,B+,B-,A,A,-0.43232384,-0.31813008,-0.46944186,-0.32045415,-0.36396962,-0.23262678,-0.57645708,-0.54450339,-0.50458342,-0.29841769,-0.43036467,-0.43208468,-0.52993894,-0.55006021,-0.39281961,-0.30463478,-0.40338501,-0.28887886,-0.59193093,-0.50238007,-0.52571356,-0.45549455,-0.46945885,-0.4361451,-0.0976151,-0.23193013,0.07662225,0.01581937,-0.03941539,-0.05625208,-0.01547385,0.04212332,-0.02113014,-0.15707686,-0.03909418,-0.00406042
Troy,429,2010,B+,B+,A+,A+,A-,A-,A-,A,,E-,,,B+,B+,,,B,B,A-,A-,B+,B+,,,B+,B+,B+,B+,A-,A+,A,A,B+,B+,B+,,,,B-,A+,0.13728335,-0.069773026,,,-0.13678335,-0.66348034,0.085154071,-0.13032046,-0.063247561,-0.25611317,0.017650839,-0.38110828,0.29329035,0.014911026,0.015050671,0.061221987,,,-0.27591649,-0.31215712,0.15824509,-0.53377861,-0.23099856,-0.15892309,0.156007,0.084684052,0.015050671,0.061221987,0.13678335,0.66348034,-0.361070561,-0.18183666,0.221492651,-0.27766544,-0.248649399,0.22218519
Turner,202,2010,B+,B+,E-,E-,E,E,E,E,,A+,,,A-,A-,A+,A+,B,B,A,A,E,E,A-,A-,E-,E-,E,E,B,B,A+,B+,B-,B-,B+,,B+,A-,A+,A+,-0.39336368,-0.22778098,-0.27876815,-0.31985903,-0.24958663,-0.22454062,-0.17231867,-0.21050534,-0.26180843,-0.27486998,-0.35676029,-0.40632886,-0.20340088,-0.068345353,-0.34975955,-0.31362531,-0.341317,-0.17484914,-0.020529121,-0.016778072,-0.38023734,-0.43133858,-0.25685009,-0.29546097,0.1899628,0.159435627,-0.0709914,0.00623372,-0.09173037,0.04969148,0.151789549,0.193727268,-0.11842891,-0.1564686,0.0999102,0.11086789
Twin Valley,240,2010,B+,B+,A+,A+,E-,E-,,,E-,E-,,,E,E,E+,,E,E-,A-,A-,A+,B+,B+,B+,B+,B+,E+,E+,A,A,E-,E-,B+,B+,E-,,A+,A+,B+,B+,-0.27050552,-0.54174376,0.6049099,0.66917175,0.17111668,0.42202437,0.097187787,-0.01121688,0.007790392,0.019970512,0.055933349,0.074601755,0.49154073,0.21560167,-0.30636886,-0.10618617,0.12866397,0.35407624,0.070891753,0.052437492,-0.13919461,-0.655864,-0.19584332,-0.20890498,0.76204625,0.75734543,-0.91127876,-0.77535792,-0.04245271,-0.06794813,-0.026296034,0.063654372,-0.146985002,-0.675834512,-0.251776669,-0.283506735
Udall,463,2010,B+,B+,E,E,E-,E-,,,,A+,,,A,A,,,A,A,A-,A-,A,A,,,A-,B+,E-,E-,B,B,E-,E-,B,B,E-,,E-,E,E-,E-,0.30711657,0.53829163,-0.16290207,0.059638157,,,,,-0.10850081,-0.1023859,,,0.26997977,0.092052773,-0.35047576,-0.37411985,-0.47463489,-0.22267413,,,,,,,-0.0371368,-0.446238857,-0.18757369,-0.433758007,-0.47463489,-0.22267413,0,0,0.10850081,0.1023859,0,0
Ulysses,214,2010,B+,B+,E,E,,,,,,,,,A,A,E+,,A,A,E,E,E+,A+,A,,E+,E+,E+,E+,A-,A-,E,E,B+,B-,A+,,E+,E+,E-,E-,-0.53952205,-0.32415944,-0.47055823,-0.27874619,-0.29080775,-0.36120972,-0.40886781,-0.30062404,-0.21547924,-0.29373908,-0.26282334,-0.2476722,-0.46835324,-0.42094484,-0.46525463,-0.49149692,-0.57524812,-0.62997651,-0.43089825,-0.4822849,-0.17464657,-0.19859979,-0.26918155,-0.017139871,0.07116881,-0.0967854,0.0053036,-0.21275073,-0.28444037,-0.26876679,-0.02203044,-0.18166086,0.04083267,0.09513929,-0.00635821,0.230532329
Uniontown,235,2010,B+,B+,A+,A+,A,A+,,,B+,B+,,,B+,B+,,,A,A,A-,A-,B+,B+,,,A+,A+,E+,E+,A-,B-,E+,B-,B+,B,A+,,E-,A+,A+,A+,0.29408795,0.061737202,0.17665276,0.43160662,0.41515493,0.33525252,0.66307068,0.467648,-0.17201319,-0.45086408,0.2014998,0.05235029,0.017087076,-0.1017708,0.54340613,0.52588648,0.3631162,0.37893662,0.70046765,0.75927442,0.18318538,0.17758355,0.2561166,0.035430204,-0.277000874,-0.163508002,0.36675337,0.09427986,-0.05203873,0.0436841,0.03739697,0.29162642,0.35519857,0.62844763,0.0546168,-0.016920086
Valley Center,262,2010,B,B,E,E-,A+,E-,,E,,E,,,A,A+,E,E,A,A,E-,E-,E,E,E-,,E,E,E,E,A-,B+,E,E,B+,B+,E-,,E,E,E-,E-,-0.045455012,0.062441751,0.12663278,0.070106126,0.051290497,-0.026258169,0.38965225,0.31491655,0.40324113,0.20783651,0.16719751,0.17235976,0.00100837,-0.1969505,-0.1749261,-0.11903566,0.001695971,0.12951961,0.16488259,0.14585,0.49488327,0.3339656,0.28622028,0.20800413,0.046463382,-0.259392251,-0.30155888,-0.189141786,-0.049594526,0.155777779,-0.22476966,-0.16906655,0.09164214,0.12612909,0.11902277,0.03564437
Valley Falls,338,2010,B+,B+,E-,E-,A+,A,,,E-,E-,,,A,A,E+,E+,E-,E,E,E,E,E-,E+,B-,E,E-,E,E,B,B,E,E,B,B,E,,E,E-,E,E,0.21152236,0.41842222,0.58485967,0.44675499,0.26883361,0.062925108,0.35282278,0.46724054,0.67649502,0.70266163,0.5488627,0.64626962,0.25733924,0.58878326,0.30103973,0.26992232,0.68223631,0.014218174,0.26655865,0.51625961,0.48940495,0.5374999,0.65079051,0.77032083,0.04581688,0.17036104,-0.28381994,-0.17683267,0.4134027,-0.048706934,-0.08626413,0.04901907,-0.18709007,-0.16516173,0.10192781,0.12405121
Valley Heights,498,2010,B+,B+,E-,E-,,,,A,,,,,A,A,,,E+,A+,E+,E,A+,B+,A+,B-,E+,E+,E,E,A-,E+,E+,B+,B+,B+,A,,E+,E,E-,E-,0.27271476,0.22105333,0.52344996,-0.03124962,-0.088813156,0.23596114,0.10342048,0.18863244,0.57465816,0.16024058,0.036089085,-0.33483669,-0.21714871,0.050478108,0.53730649,-0.21758887,0.17208709,-0.18219239,0.009712264,-0.39813745,-0.025254438,-0.093059018,0.17259346,-0.19807346,-0.48986347,-0.170575222,0.01385653,-0.18633925,0.260900246,-0.41815353,-0.093708216,-0.58676989,-0.599912598,-0.253299598,0.136504375,0.13676323
Vermillion,380,2010,B+,B+,B+,B+,A-,A-,,,A-,A-,,,A-,A-,,,A-,A,A-,A-,A,A,,,A-,A-,E-,E-,A,E-,E,E,B,B,E-,,E,E,E,E,0.48713225,0.3466596,0.39634857,0.11553818,0.15957572,0.07407964,0.89496601,0.74958581,0.79370075,0.43134052,1.0054494,1.0343376,0.62781399,0.57366109,0.34450233,0.22679576,0.60558671,0.49886787,0.33672416,0.30814576,0.77528262,1.1519409,0.5364238,0.58071899,0.14068174,0.22700149,-0.05184624,0.11125758,0.44601099,0.42478823,-0.55824185,-0.44144005,-0.01841813,0.72060038,-0.4690256,-0.45361861
Victoria,432,2010,B+,B+,E,,E-,E-,,,,A,,,A,A,,,E+,E+,A+,A+,A+,B+,,,A-,A-,A+,A+,E-,E+,E+,E+,B+,B+,E-,,E,E,A+,A+,0.20937008,0.41069466,,,,,0.17626284,0.13345277,,,,,0.050825652,0.29422796,0.3265267,-0.048533678,,,,,0.20219836,-0.19974539,,,-0.158544428,-0.1164667,0.3265267,-0.048533678,0,0,-0.17626284,-0.13345277,0.20219836,-0.19974539,0,0
Waconda,272,2010,B+,B+,A+,A,A,A,A,A,,B+,,,B+,A-,,,B+,B+,E-,A+,A,A,,,B+,B+,E-,A+,B+,A-,E-,E-,B+,B+,A+,,B+,B+,A+,A+,0.54427212,0.54423022,0.70741516,0.79017127,0.43189043,0.7817992,0.7070719,0.89751273,0.47317123,0.5470944,-0.000485674,0.62222213,1.0439552,1.3011729,-0.045257926,0.47714987,0.47908962,0.99463534,0.9121365,1.1052535,0.56622958,0.51240498,0.13778442,0.4014053,0.49968308,0.75694268,-0.752673086,-0.3130214,0.04719919,0.21283614,0.2050646,0.20774077,0.09305835,-0.03468942,0.138270094,-0.22081683
WaKeeney,208,2010,B+,B+,E,E,A,A,,,,E-,,,E+,E+,,,A,A,E-,A+,A+,A+,,,B+,B+,E+,E+,B,A+,E-,E-,B+,B+,E-,,A+,A+,A+,A+,-0.22659788,-0.50794965,0.051478878,0.10534582,-0.39592132,-0.33937842,0.2722002,0.25319344,,,0.02354536,-0.10226353,0.099503487,-0.0489235,0.059954874,0.08228159,-0.2868495,-0.16488671,-0.095791802,-0.040443495,0.089736581,-0.041477505,0.46900561,0.24936065,0.326101367,0.45902615,0.008475996,-0.02306423,0.10907182,0.17449171,-0.367992002,-0.293636935,0.089736581,-0.041477505,0.44546025,0.35162418
Wamego,320,2010,B+,B+,A+,E-,A+,A+,,E,E,E,,,A+,,,,A,,E,,A,,,,A-,,E-,E-,B+,,E-,,B+,,A+,,E-,,E-,,0.2792958,0.14127935,0.000455467,-0.29116815,0.48909605,0.31344965,0.11048234,-0.28793395,0.15397212,0.38254794,0.12289819,0.30002496,0.55310881,0.71267599,0.059478436,-0.040866841,0.34803855,0.18982393,0.19506115,-0.18994413,-0.079356596,0.1419327,-0.011222395,0.14488572,0.27381301,0.57139664,0.059022969,0.250301309,-0.1410575,-0.12362572,0.08457881,0.09798982,-0.233328716,-0.24061524,-0.134120585,-0.15513924
Washington County,108,2010,B+,B+,E-,E-,A+,A+,,,,,,,A,A,,,A-,A-,A,A,A,B+,,,A-,A-,E,E,A-,E-,E+,E+,B+,B+,E-,,A+,A+,A,A,-0.11162014,-0.19308412,0.0259399,0.024579423,0.14001557,-0.072303064,0.14601423,-0.014582057,0.15653731,-0.007992268,,,-0.19982287,-0.29584065,-0.50496912,-0.43563944,-0.11236151,-0.41108587,-0.027176503,0.17517053,-0.040961776,-0.27144551,0.065814011,0.031630263,-0.08820273,-0.10275653,-0.53090902,-0.460218863,-0.25237708,-0.338782806,-0.173190733,0.189752587,-0.197499086,-0.263453242,0.065814011,0.031630263
Wellington,353,2010,B+,B+,E-,E-,,,,,,,,,A,A,E+,E+,A,A,E,E,E,E,E+,E+,E,E-,E+,E+,A-,A-,E-,E-,B+,B+,E+,,,,E,A+,-0.26693043,0.11145839,-0.13096265,0.027542353,0.004187465,0.13291968,0.09739469,0.48983902,-0.39905471,0.30629054,-0.24413654,-0.46817121,-0.20476244,-0.091475062,-0.30878165,-0.1483411,-0.021469798,0.26724353,-0.24561091,0.09872622,-0.2425897,0.10671056,-0.26373768,-0.28958249,0.06216799,-0.202933452,-0.177819,-0.175883453,-0.025657263,0.13432385,-0.3430056,-0.3911128,0.15646501,-0.19957998,-0.01960114,0.17858872
Wellsville,289,2010,B+,B+,E-,E-,B+,B+,,A,,A-,,,A-,B+,,,B,B,A+,A,A+,B-,,,A-,A-,E-,E-,B,B,B+,B+,B+,B+,E-,,,,A+,A+,-0.10934168,0.095418669,-0.091942608,-0.19307368,0.30008712,0.29984197,0.60290617,0.54530805,0.22911367,0.19848956,0.27531379,0.40770578,0.065471306,-0.0580028,0.030365352,0.068089113,-0.014696077,0.32024816,0.4244234,0.46300295,0.39548692,0.16544861,0.040024698,0.2413858,0.174812986,-0.153421469,0.12230796,0.261162793,-0.314783197,0.02040619,-0.17848277,-0.0823051,0.16637325,-0.03304095,-0.235289092,-0.16631998
West Elk,282,2010,B+,B+,E,E,A+,A+,,,E+,E+,,E-,A,A,,,A,A,E,E,A+,B+,A+,,B+,B+,B+,B+,A+,E-,E-,B+,B+,B+,E-,,E,E-,E-,A+,-0.023055272,-0.009755539,,,-0.31549823,-0.31083605,0.091097735,0.22759616,,,0.084909841,0.39351821,,,0.27938962,0.59061855,0.23427042,0.028326392,0.23934518,0.29879346,0.02512766,0.45073125,-0.012336046,0.17882296,0.023055272,0.009755539,0.27938962,0.59061855,0.54976865,0.339162442,0.148247445,0.0711973,0.02512766,0.45073125,-0.097245887,-0.21469525
West Franklin,287,2010,B+,B+,E-,E-,E-,E-,,,,E-,,,A,A,,,A,A,B+,A+,B+,B+,,,B+,B+,A,A,A-,A-,E-,E-,B+,B+,A,,E-,E-,A+,A+,-0.29913294,-0.16365854,-0.22212714,-0.20041445,-0.37663344,-0.55254573,-0.28400722,-0.42486763,0.002251634,0.64718485,-0.18532787,0.094974346,-0.43702778,-0.53840911,-0.31576872,-0.20301908,-0.13152349,-0.056387588,-0.009637961,0.3964844,0.37614018,0.71418774,0.11300769,0.39444938,-0.13789484,-0.37475057,-0.09364158,-0.00260463,0.24510995,0.496158142,0.274369259,0.82135203,0.373888546,0.06700289,0.29833556,0.299475034
Wichita,259,2010,B+,B+,E-,E,E-,E-,,E,,A+,,A-,A-,B+,A+,A+,A-,A-,A-,A+,E,E,A,B-,E-,E-,E+,E+,B,B+,E,E,B,B,E,,E,E,E,E-,-0.40071395,-0.32378262,-0.39288533,-0.28363603,-0.38743261,-0.32000118,-0.6786781,-0.73851341,-0.62277871,-0.67798346,-0.58144641,-0.55246031,-0.33510715,-0.26826057,-0.29985934,-0.25671089,-0.29866728,-0.23779418,-0.62216395,-0.71747351,-0.5409264,-0.64279068,-0.52769047,-0.53446102,0.0656068,0.05552205,0.09302599,0.02692514,0.08876533,0.082207,0.05651415,0.0210399,0.08185231,0.03519278,0.05375594,0.01799929
Winfield,465,2010,B+,B+,E-,E-,A+,A+,,E-,,A+,B+,B+,A-,A-,E+,,A-,A,A+,A+,A,B+,A-,,E,E,E,E,B,E-,A-,A-,B,B,E-,,E-,E-,B-,B-,-0.10640191,-0.068432257,-0.076762803,-0.17235334,-0.017355038,0.006277696,0.1019773,0.21970911,0.0086518,0.14538124,0.092249483,0.21768862,-0.19338845,-0.13360175,-0.31564415,-0.27158341,0.18762837,0.14718735,0.060267143,0.32797107,0.11536269,0.19999778,0.002013476,0.14387646,-0.08698654,-0.065169493,-0.238881347,-0.09923007,0.204983408,0.140909654,-0.041710157,0.10826196,0.10671089,0.05461654,-0.090236007,-0.07381216
Woodson,366,2010,B+,B+,A,A,A-,A-,,,E-,E-,,,A+,A+,,,B,B,A-,A-,B+,B+,,,A-,B+,E-,E-,B,B,E+,E-,B,B,E-,,E,E+,E-,E-,-0.004392948,-0.087654024,-0.020169839,-0.08771117,0.25846943,0.83190095,-0.004533967,0.38669994,0.072334334,0.73165184,-0.28115398,0.49491447,-0.30461708,-0.28206477,-0.000344491,-0.005191829,0.5441941,0.66802657,0.11834849,0.78909051,0.21290168,0.65195805,0.10190174,0.51895154,-0.300224132,-0.194410746,0.019825348,0.082519341,0.28572467,-0.16387438,0.122882457,0.40239057,0.140567346,-0.07969379,0.38305572,0.02403707
