District Name,District Number,Year,elem_nutr_gen_atm,mid_nutr_gen_atm,hs_nutr_gen_atm,elem_nutr_bkfst,mid_nutr_bkfst,hs_nutr_bkfst,elem_nutr_lunch,mid_nutr_lunch,hs_nutr_lunch,elem_nutr_a_la_carte,mid_nutr_a_la_carte,hs_nutr_a_la_carte,elem_nutr_vend,mid_nutr_vend,hs_nutr_vend,elem_nutr_sch_store,mid_nutr_sch_store,hs_nutr_sch_store,elem_nutr_sch_day,mid_nutr_sch_day,hs_nutr_sch_day,elem_nutr_aft_sch_prog,mid_nutr_aft_sch_prog,hs_nutr_aft_sch_prog,elem_ne_gen_guide_and_class,mid_ne_gen_guide_and_class,hs_ne_gen_guide_and_class,elem_ne_cafeteria,mid_ne_cafeteria,hs_ne_cafeteria,elem_ne_events_dur_sch_day,mid_ne_events_dur_sch_day,hs_ne_events_dur_sch_day,elem_ne_aft_sch_prog,mid_ne_aft_sch_prog,hs_ne_aft_sch_prog,elem_ne_fam_comm,mid_ne_fam_comm,hs_ne_fam_comm,elem_ne_staff_well,mid_ne_staff_well,hs_ne_staff_well,elem_pa_gen_guide_pe_class,mid_pa_gen_guide_pe_class,hs_pa_gen_guide_pe_class,elem_pa_thru_day,mid_pa_thru_day,hs_pa_thru_day,elem_pa_punish,mid_pa_punish,hs_pa_punish,elem_pa_recess,mid_pa_recess,hs_pa_recess,elem_pa_bef_aft_sch,mid_pa_bef_aft_sch,hs_pa_bef_aft_sch,elem_pa_fam_comm,mid_pa_fam_comm,hs_pa_fam_comm,Notes,leaid,leaname,fips,stateabb,year,grade,3_mean_edfa_ela,3_se_edfa_ela,3_mean_edfa_math,3_se_edfa_math,4_mean_edfa_ela,4_se_edfa_ela,4_mean_edfa_math,4_se_edfa_math,5_mean_edfa_ela,5_se_edfa_ela,5_mean_edfa_math,5_se_edfa_math,6_mean_edfa_ela,6_se_edfa_ela,6_mean_edfa_math,6_se_edfa_math,7_mean_edfa_ela,7_se_edfa_ela,7_mean_edfa_math,7_se_edfa_math,8_mean_edfa_ela,8_se_edfa_ela,8_mean_edfa_math,8_se_edfa_math
Shawnee Mission,512,2010,B+,B+,A-,E+,E+,E+,E-,E,E,E+,E,E,,,A,,,B+,A-,B+,A-,,,,A+,E,E+,E-,A+,A+,A,A,A,,,,E-,E-,A+,E+,E+,E+,B,B,A-,E,E,E,B,B,B,E-,,,E,E,E+,E+,E+,E+,,2011640,SHAWNEE MISSION PUB SCH,20,KS,2010,3,0.15521476,0.022755943,0.059966348,0.022480695,0.14071193,0.023344571,0.13325989,0.022174204,0.19183223,0.025428839,0.1711996,0.023245282,0.2593849,0.022237951,0.37878141,0.022902602,0.2759724,0.027046546,0.1607157,0.022063894,0.22615361,0.025884356,0.10109495,0.022310497
Silver Lake,372,2010,B+,B+,A-,,,,A-,A-,A-,,,E+,,,A+,,,,E-,A+,E-,,,,A+,A,A+,E,E,E,E,,E,,,,E,E,E,E-,E-,E-,E,E+,E+,E,E,E,B+,B+,B+,E+,,,,,,A+,A+,A+,,2011700,SILVER LAKE,20,KS,2010,3,0.097915173,0.13888967,0.38069192,0.14720599,0.24715938,0.12542,0.16642676,0.11844967,0.55548739,0.14619274,0.69418943,0.14992075,0.4498105,0.14076851,0.3907041,0.13238004,0.29541764,0.12459858,0.58416909,0.098368861,0.38123727,0.14570235,0.55176151,0.14686765
Skyline Schools,438,2010,B+,B+,A-,E,E,E,,,,,,,,,,,,,A+,A,A,A+,A+,,A,A,A,B+,B+,B+,B+,B+,B+,B+,B+,B+,A-,A-,A-,E+,E+,E+,B+,B+,,E-,E-,E-,B+,B+,B+,A+,,,A+,A+,,E-,A+,A+,,2011430,SKYLINE SCHOOLS,20,KS,2010,3,0.19335355,0.16571532,-0.17276885,0.16788198,0.90136296,0.23068263,0.67891645,0.20882329,0.077231489,0.16008589,-0.086797319,0.16188729,-0.12073366,0.20496124,-0.27811351,0.1918868,-0.011092618,0.18013085,-0.30543843,0.17335233,0.61373043,0.19632494,0.004362925,0.17194638
Smith Center,237,2010,,,,A+,A+,A+,,,,,E,E,,,,,,,A,A,A,E,,,A,E,A+,E,E,E,A,B-,B-,A,B-,B-,B+,B-,B-,E,E-,E-,A-,A-,B+,E,B-,B-,B+,B+,B+,E,,,,,,E,B-,B-,,2000007,SMITH CENTER,20,KS,2010,3,0.11823419,0.15449592,0.31914639,0.16280518,-0.028304573,0.17318341,-0.23084745,0.16527528,0.6082601,0.21796772,0.79445326,0.2258926,0.25357696,0.1666315,0.089261077,0.15341173,0.1446555,0.17380238,0.097142614,0.16906264,0.34969783,0.16867559,-0.059920128,0.16084117
Smoky Valley,400,2010,B,B+,B,A+,A+,A+,E-,A+,A+,,,A-,,E,E-,,,,A+,E-,A-,,,,A-,A-,B+,A-,B+,B+,E+,A+,E+,,,,E-,B+,,E-,E-,E-,E-,A+,E,E+,A+,A+,B+,B+,B+,E+,,,E-,E,E,E,E+,,,2000002,SMOKY VALLEY,20,KS,2010,3,0.31322843,0.11044183,-0.025539525,0.089042909,0.18600696,0.11878615,0.25125417,0.098992288,0.14126466,0.13539171,-0.05315128,0.08627902,0.38042125,0.12498747,0.29700246,0.12725022,0.10742073,0.12813334,-0.20378363,0.11565568,0.26340902,0.11816339,-0.080128081,0.094716683
Solomon,393,2010,B+,B+,A-,E,E,E,E,E,E,E,E,E-,E-,E-,E-,,,,E-,E-,E-,E+,E+,,E,E,E,E,E,E,E,,,E+,E+,,E-,A+,A,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,E,,,E-,E-,E-,E-,E-,E-,,2011760,SOLOMON,20,KS,2010,3,0.09220542,0.16834131,0.21147381,0.17470114,-0.53082901,0.19770481,-0.13952205,0.19174823,-0.18516406,0.17803252,0.10150467,0.17869686,-0.22302501,0.16699177,-0.63585168,0.15690425,-0.1379367,0.19038017,-0.54836351,0.18280274,-0.12001376,0.16319376,-0.80222958,0.16146939
South Barber,255,2010,B+,B+,A-,E,E,E,E-,E-,E-,,,,,A-,A,,,,A-,A-,A-,,,,A,A,A,E,E,E,E+,E+,E+,,,,E,E,E,E-,E-,E-,A-,A-,E-,E+,A+,A+,B+,B+,B+,E+,,,,E,E,A+,A+,A+,,2008130,SOUTH BARBER,20,KS,2010,4,,,,,-0.030072518,0.21404548,-0.34989938,0.20376344,,,,,,,,,,,,,,,,
South Brown County,430,2010,B+,B+,A-,E-,E-,E-,B+,B+,B+,,,,,E,,,,,A-,A,A,,,,A-,A-,A-,A-,A-,A+,E-,E,B+,,,,A+,A-,B+,E,E,E-,A+,A-,A-,E-,E-,E-,B+,B+,B+,E-,,,,,,A+,A+,A+,,2007470,SOUTH BROWN COUNTY,20,KS,2010,3,-0.56573588,0.14905959,-0.22706529,0.15445223,-0.34115043,0.1424477,-0.00963302,0.13808274,0.41736811,0.14687216,0.22102499,0.14575307,0.00081893,0.13960081,0.23170035,0.13359563,-0.29064488,0.14188328,0.33645213,0.14263125,-0.29905614,0.14580736,-0.35372615,0.13220602
South Haven,509,2010,B+,B+,A-,E,E,E,E-,E-,E-,E-,E-,E-,E+,E+,E+,,E-,E-,A,A,A,,,,B+,B+,B+,A+,A+,E,E+,E,E,,,,A+,A+,A+,E,E,E,A+,A+,A,E,E-,E-,B+,B,B,E,,,E,E,E,E,E,E,,2011790,SOUTH HAVEN,20,KS,2010,7,,,,,,,,,,,,,,,,,-0.19760376,0.21243036,0.11719488,0.20667605,,,,
Southeast of Saline,306,2010,B+,B+,A-,,,,E,E,E,,E,E,E-,E-,E-,,,,A,A,A,,,,B+,B+,B+,E,E,E,E,A,A,,,,E,E,E,E,E,E,A-,A+,A,E,E,E,B+,B+,B+,A+,,,,E,E,A+,A+,A+,,2000001,SOUTHEAST OF SALINE,20,KS,2010,3,-0.11637203,0.13375816,0.12157444,0.13808692,-0.053537708,0.13588344,0.30335519,0.13351673,0.026648432,0.15492173,0.020525159,0.11945509,0.56292725,0.16556214,0.47595099,0.096253246,-0.16929987,0.099688634,0.043490153,0.12726197,0.25581354,0.16555084,0.22832984,0.16591002
Southern Cloud,334,2010,B+,B+,A-,A,A-,A-,B+,B+,B+,,,,,B+,A-,,,,A,A,A,,,,A-,A-,A-,A-,A-,A-,B+,B+,B+,,,,A-,B,B,A-,A-,A-,A-,A+,B+,A-,B+,B+,B,B+,B+,E-,,,B+,B+,B+,A+,A+,A+,,2006510,SOUTHERN CLOUD,20,KS,2010,3,0.28649557,0.21387771,-0.3302075,0.21012576,,,,,-0.043336071,0.19947618,-0.0749854,0.19669513,-0.051714145,0.20417862,-0.039514765,0.19407584,,,,,0.015466325,0.19762546,-0.52605897,0.18904218
Southern Lyon County,252,2010,B,B,B+,A,A,A,A-,A-,B+,,,,,E-,E-,,,,A-,A-,A-,,,,B+,B+,B+,A,A,A,A,A,A,,,,A+,A+,A+,E-,E-,E-,A-,B,B,A,A,A,B,B,B,A+,,,A+,E-,E-,A+,A+,A+,,2006930,SOUTHERN LYON COUNTY,20,KS,2010,3,0.24660829,0.15502129,-0.023211183,0.15619738,0.44282699,0.18571885,0.54868889,0.18586977,0.46794227,0.15688241,0.53437275,0.15755877,0.079334736,0.15452747,0.25973201,0.14661409,0.068897322,0.1334483,0.14435974,0.12846531,0.12073196,0.15870844,0.45740172,0.15851879
Spearville,381,2010,B+,B+,A-,,,,A-,A-,B+,,,,,,A-,,,,B+,B,B+,,,,B,B,B,B+,B+,B+,,B-,B-,,,,B,B,B,B-,B-,B-,B,B,B+,B+,B+,B+,,,B,B+,,,,,,A+,A+,A+,,2011820,SPEARVILLE,20,KS,2010,3,0.2845692,0.17515688,0.015394783,0.17550236,0.29685307,0.16854279,0.54388613,0.16698499,0.20610794,0.14117011,0.26887423,0.14173366,0.42344964,0.1708464,0.83652198,0.17478058,0.99659848,0.22814073,0.38363701,0.18058896,0.84453052,0.20407699,-0.022332788,0.17472139
Spring Hill,230,2010,B+,B+,A-,E-,E-,E-,A+,A+,A+,A+,E-,E,A,B+,A,,,,A-,B+,A-,,,,B+,B+,B+,A+,E-,E,A,,A,,,,A+,A,A,E+,E+,E+,B,B,A-,E,E,E-,B+,B+,B+,A+,,,E-,E-,E-,A+,A+,A+,,2011850,SPRING HILL,20,KS,2010,3,0.076216616,0.078642055,0.05023485,0.070745394,0.15752563,0.091631636,0.070003644,0.086938582,0.13648137,0.093933284,0.083885461,0.08920344,0.24454071,0.073665582,0.33103719,0.088406563,0.37482679,0.077006668,0.36216113,0.07445395,0.31562424,0.075622171,0.49758217,0.066518202
St Francis Community Schools,297,2010,B+,,B,E,,E,A-,,A,,,,A,,A,,,,A,,A-,,,,B,,B-,A-,,B+,B+,,B-,,,,B-,,B-,B-,,B-,A-,,E,E+,,B+,B+,,B+,B+,,,E-,,E,A-,,A+,,2011880,ST FRANCIS COMM SCH,20,KS,2010,3,0.2988022,0.20456578,0.50217515,0.21515578,-0.065414511,0.19549264,-0.53342545,0.18487822,,,,,0.32377434,0.18543099,-0.39645487,0.16517647,,,,,,,,
St John-Hudson,350,2010,B+,B+,B,A+,A+,A+,B+,B+,B+,B+,B+,B+,B,B,B+,,,,A,A,A,,,,A,A,A,E-,E-,E-,B+,A+,A+,,,,A,A,A,A,A,A,A-,A-,A-,A+,A+,A+,B+,B+,B+,A+,,,A+,A+,A+,A+,A+,A+,,2011910,ST JOHN-HUDSON,20,KS,2010,3,-0.79289365,0.1917105,-0.26407641,0.1951796,0.27720034,0.18439679,1.1238716,0.21272935,-0.11246515,0.16013296,-0.44429508,0.15895309,-0.15828149,0.18362583,-0.15959513,0.17561962,0.022466205,0.17950009,-0.26082459,0.16875599,0.51250976,0.1943146,0.1659172,0.17565164
Stafford,349,2010,B+,B+,A-,E+,E+,E+,E+,E+,E+,,,,,E+,E+,,,,A+,A,A,E+,E+,,E+,A,,E,E,E,E+,E+,,A+,,,E+,E+,B+,E+,E+,E+,A-,A-,B,A+,B+,B-,B,B+,B+,A+,,,E,,,E+,E+,A+,,2011970,STAFFORD,20,KS,2010,5,,,,,,,,,-0.008266799,0.19813269,-0.19580771,0.19923738,,,,,-0.60394573,0.18710096,-0.43602198,0.18311748,,,,
Stanton County,452,2010,B+,B+,A-,E,E,E,,,,,,,,,,,,,A-,A-,B+,E+,,,A,A,A,E,E,E,E,E,E,E-,B-,B-,E,E,A+,E,E,E,A-,A+,A+,E+,E,E,B-,B+,B+,E,,,,,,E,E,A+,,2007860,STANTON COUNTY,20,KS,2010,3,-0.14505351,0.14111531,-0.20451425,0.14373198,-0.29879111,0.14889911,-0.19115523,0.14155787,0.038879789,0.1412546,-0.18404371,0.14196141,-0.14989774,0.13957399,-0.33796242,0.12842067,-0.38241953,0.16854931,-0.26104349,0.16491134,-0.29103884,0.17190686,-0.039483234,0.16958234
Sterling,376,2010,B+,B,B+,A+,A+,A+,A+,A+,A+,,A,A,,A,A,,,,A,A,A,,,,B+,B+,A-,E-,A+,A+,A+,A+,A,,,,A-,B-,B-,E,E,E,B+,B,A-,A+,B+,B+,B+,B+,B+,E-,,,B+,B-,B-,E-,E-,E-,,2012030,STERLING,20,KS,2010,3,0.34222037,0.13495772,0.14862898,0.13903338,0.075569272,0.14469776,0.1167167,0.13871939,0.29184389,0.14576888,0.20637168,0.14582445,0.38374227,0.16224641,0.79920262,0.16655923,-0.1100405,0.13836055,-0.23629589,0.13417847,-0.039300546,0.15988235,0.028297933,0.15634575
Stockton,271,2010,B+,B+,A-,E-,E-,E-,E,E,E,,,,,,,,,,A,A,A,,,,B,B,B,A+,A-,B+,B-,B-,B+,,,,B+,B+,B+,E-,E-,E-,B+,B+,A-,E-,E-,E-,,,B+,E-,,,E-,E-,E-,A+,A+,A+,,2012060,STOCKTON,20,KS,2010,4,,,,,0.54745692,0.22910419,0.071030684,0.20861371,,,,,0.090783432,0.19305071,-0.25485107,0.17590789,0.11409338,0.19456585,0.45203558,0.19351503,,,,
Sublette,374,2010,B+,B+,B+,E+,E+,E+,E-,E-,E-,,,,E-,E-,E,,,,A+,A+,A+,,,,E+,E+,E+,E,E,E,E,E,E,,,,E,E,E,E,E,E,A,A,B+,A+,A+,A+,B+,B+,B+,E,,,A+,A+,A,E-,E-,E-,,2012090,SUBLETTE,20,KS,2010,3,0.15912589,0.16361944,0.38045424,0.16855209,0.28038105,0.18119241,0.22194663,0.17292014,-0.075543366,0.14498338,-0.21145104,0.14474142,0.24988893,0.16596425,0.011344919,0.15047985,-0.2126433,0.166126,-0.25937921,0.16097017,0.013592009,0.15908898,0.097129531,0.15406162
Syracuse,494,2010,B+,B+,A-,E,E+,E+,E,E,E,,E,E,,E,E,,,,E,E,E,,,,E,E,E,E+,E+,E+,E+,E+,E+,,,,E+,E+,E+,E+,E+,E+,E,E,E,E+,E+,E+,B+,B+,B+,E+,,,,,,A+,E+,E+,,2012150,SYRACUSE,20,KS,2010,3,-0.50245953,0.14038908,-0.43434697,0.14363129,-0.076339535,0.15197317,0.07273367,0.14659646,-0.12358084,0.1432226,-0.12842633,0.14381632,0.01121409,0.1384155,-0.52064466,0.12750708,0.23264039,0.1788289,-0.15587726,0.16679043,0.10791902,0.19285949,-0.44940093,0.18334502
Thunder Ridge Schools ,110,2010,B,B,,A-,B+,A-,,,,,,,,,,,,,,,,,,,B-,B-,B-,A-,A-,A-,,,B+,,,,B-,B-,B-,A,A,A,B+,B+,B,A-,A-,A-,B+,B+,B+,E-,,,E,E,E-,B,B,B,,2000346,THUNDER RIDGE SCHOOLS,20,KS,2010,3,0.093752801,0.20959853,-0.08806622,0.20909186,,,,,,,,,,,,,0.19482636,0.20622461,0.12894306,0.19274023,0.57657206,0.20102088,-0.22272803,0.18040763
Tonganoxie,464,2010,B+,B+,A-,E-,E-,E-,A,A,A+,,E,E,,A,A,,,,A,A,A,,,,A-,A,A,A,A+,E-,A+,B+,B+,,,,A,A,A,E,E,E,A-,E+,A+,E,E,E,B+,B+,B+,E-,,,E+,E,E+,E-,E-,E-,,2012210,TONGANOXIE,20,KS,2010,3,-0.13538268,0.083046168,-0.087770507,0.06731154,-0.030199578,0.07283444,0.045129519,0.083016254,0.023089282,0.10073017,-0.16977869,0.085418746,0.011423637,0.077798374,-0.28530318,0.069387667,-0.18162933,0.075908072,-0.24182929,0.074679777,-0.15190148,0.078678176,-0.16740343,0.075252272
Topeka Public Schools,501,2010,B+,B+,B,E-,E,E,A+,E-,E-,,E-,E-,,A+,A+,,,B+,B+,B+,B+,E-,E-,,B+,B+,B+,A-,A-,A-,B+,B+,B+,B+,B-,B-,A,A,A,E,E,E,B+,B+,B+,B+,B+,B+,B+,B+,B+,A+,,,B+,B-,B-,A,A,A,,2012260,TOPEKA PUBLIC SCHOOLS,20,KS,2010,3,-0.43232384,0.032319933,-0.31813008,0.03479242,-0.46944186,0.033960637,-0.32045415,0.0352423,-0.36396962,0.031949978,-0.23262678,0.033702515,-0.57645708,0.036274567,-0.54450339,0.035402462,-0.50458342,0.037806682,-0.29841769,0.038655262,-0.43036467,0.036735315,-0.43208468,0.035362434
Troy,429,2010,B+,B+,A-,A+,A+,A+,A-,A-,A-,A-,A,A,,E-,E,,,,B+,B+,B+,,,,B,B,B,A-,A-,A-,B+,B+,B+,,,,B+,B+,B+,B+,B+,B+,A-,A+,B+,A,A,A-,B+,B+,B+,B+,,,,,,B-,A+,A+,,2012330,TROY PUBLIC SCHOOLS,20,KS,2010,3,0.13728335,0.19876753,-0.069773026,0.19661288,,,,,-0.13678335,0.15623769,-0.66348034,0.15654421,0.085154071,0.16085762,-0.13032046,0.14863929,-0.063247561,0.19210075,-0.25611317,0.18400744,0.017650839,0.17775308,-0.38110828,0.16943692
Turner,202,2010,B+,B+,A-,E-,E-,E-,E,E,E,E,E,E,,A+,E-,,,E,A-,A-,A-,A+,A+,,B,B,B,A,A,A,E,E,E,A-,A-,,E-,E-,A+,E,E,E,B,B,B,A+,B+,B+,B-,B-,B-,B+,,,B+,A-,A-,A+,A+,A+,,2012360,TURNER-KANSAS CITY,20,KS,2010,3,-0.39336368,0.053412557,-0.22778098,0.054577302,-0.27876815,0.058630548,-0.31985903,0.057187989,-0.24958663,0.063099928,-0.22454062,0.065193839,-0.17231867,0.062062912,-0.21050534,0.058914036,-0.26180843,0.058083747,-0.27486998,0.054334261,-0.35676029,0.072285071,-0.40632886,0.067640238
Twin Valley,240,2010,B+,B+,A-,A+,A+,A+,E-,E-,E-,,,,E-,E-,E,,,,E,E,E,E+,,,E,E-,E-,A-,A-,A-,A+,B+,B+,B+,B+,B+,B+,B+,B+,E+,E+,E+,A,A,B,E-,E-,B-,B+,B+,B+,E-,,,A+,A+,A+,B+,B+,B,,2003960,TWIN VALLEY,20,KS,2010,3,-0.27050552,0.15663895,-0.54174376,0.16023566,0.6049099,0.15671827,0.66917175,0.15264705,0.17111668,0.14430797,0.42202437,0.14974871,0.097187787,0.12842932,-0.01121688,0.11986393,0.007790392,0.15541694,0.019970512,0.14807628,0.055933349,0.15911955,0.074601755,0.16228783
Udall,463,2010,B+,B+,B+,E,E,E,E-,E-,E-,,,,,A+,A+,,,,A,A,A,,,,A,A,A,A-,A-,A-,A,A,A,,,,A-,B+,B+,E-,E-,E-,B,B,E-,E-,E-,E-,B,B,B,E-,,,E-,E,E,E-,E-,E-,,2012390,UDALL,20,KS,2010,3,0.30711657,0.15713766,0.53829163,0.16996863,-0.16290207,0.16065034,0.059638157,0.15621874,,,,,,,,,-0.10850081,0.20008494,-0.1023859,0.19284488,,,,
Ulysses,214,2010,B+,B+,B,E,E,E,,,,,,,,,,,,,A,A,A,E+,,,A,A,A,E,E,E,E+,A+,E-,A,,,E+,E+,A+,E+,E+,E+,A-,A-,A-,E,E,E,B+,B-,B+,A+,,,E+,E+,E+,E-,E-,E-,,2012420,ULYSSES,20,KS,2010,3,-0.53952205,0.10332506,-0.32415944,0.077335328,-0.47055823,0.093912557,-0.27874619,0.099590272,-0.29080775,0.098903395,-0.36120972,0.087671116,-0.40886781,0.081543542,-0.30062404,0.087082043,-0.21547924,0.082249552,-0.29373908,0.071865387,-0.26282334,0.088508181,-0.2476722,0.089588054
Uniontown,235,2010,B+,B+,A-,A+,A+,A+,A,A+,A+,,,,B+,B+,B+,,,,B+,B+,B+,,,,A,A,E+,A-,A-,A-,B+,B+,BA+,,,,A+,A+,A+,E+,E+,E,A-,B-,E+,E+,B-,A+,B+,B,B+,A+,,,E-,A+,A+,A+,A+,E-,,2012450,UNIONTOWN,20,KS,2010,3,0.29408795,0.16862121,0.061737202,0.17004333,0.17665276,0.18050502,0.43160662,0.17963156,0.41515493,0.19002379,0.33525252,0.19564417,0.66307068,0.18643002,0.467648,0.16752115,-0.17201319,0.16542301,-0.45086408,0.15955487,0.2014998,0.1654813,0.05235029,0.15817599
Valley Center,262,2010,B,B,A-,E,E-,E-,A+,E-,E-,,E,E,,E,E,,,E,A,A+,A+,E,E,E,A,A,A,E-,E-,E,E,E,E,E-,,,E,E,E,E,E,E,A-,B+,B+,E,E,E,B+,B+,B+,E-,,,E,E,E,E-,E-,E-,,2012510,VALLEY CENTER PUB SCH,20,KS,2010,3,-0.045455012,0.072136134,0.062441751,0.079989389,0.12663278,0.065976024,0.070106126,0.075305276,0.051290497,0.064620972,-0.026258169,0.071751997,0.38965225,0.077215478,0.31491655,0.083117783,0.40324113,0.073419288,0.20783651,0.072011948,0.16719751,0.067345016,0.17235976,0.066854775
Valley Falls,338,2010,B+,B+,A-,E-,E-,E-,A+,A,A,,,,E-,E-,E-,,,,A,A,A,E+,E+,A,E-,E,E+,E,E,E,E,E-,E-,E+,B-,B-,E,E-,E,E,E,E,B,B,B,E,E,E,B,B,B,E,,,E,E-,E,E,E,E,,2012540,VALLEY FALLS,20,KS,2010,3,0.21152236,0.18009573,0.41842222,0.18883064,0.58485967,0.20916435,0.44675499,0.18964134,0.26883361,0.18106829,0.062925108,0.17912041,0.35282278,0.15130469,0.46724054,0.14396726,0.67649502,0.18356733,0.70266163,0.16775544,0.5488627,0.16027789,0.64626962,0.15075582
Valley Heights,498,2010,B+,B+,A-,E-,E-,E-,,,,,A,A+,,,,,,,A,A,A,,,,E+,A+,A+,E+,E,E,A+,B+,B+,A+,B-,B-,E+,E+,E+,E,E,E,A-,E+,E+,E+,B+,B+,B+,B+,B+,A,,,E+,E,E,E-,E-,E-,,2012780,VALLEY HEIGHTS,20,KS,2010,3,0.27271476,0.17196201,0.22105333,0.17857735,0.52344996,0.20624654,-0.03124962,0.18890269,-0.088813156,0.18181722,0.23596114,0.18657586,0.10342048,0.20011139,0.18863244,0.1869559,0.57465816,0.18829192,0.16024058,0.16953722,0.036089085,0.21026655,-0.33483669,0.19896427
Vermillion,380,2010,B+,B+,A-,B+,B+,B+,A-,A-,A-,,,,A-,A-,A-,,,,A-,A-,A-,,,,A-,A,E-,A-,A-,A-,A,A,A,,,,A-,A-,A-,E-,E-,E-,A,E-,B+,E,E,E,B,B,B,E-,,,E,E,E,E,E,E,,2004560,VERMILLION,20,KS,2010,3,0.48713225,0.1607223,0.3466596,0.16300082,0.39634857,0.15319183,0.11553818,0.14355955,0.15957572,0.14184399,0.07407964,0.14285211,0.89496601,0.16990381,0.74958581,0.15117671,0.79370075,0.18837494,0.43134052,0.16394493,1.0054494,0.18829815,1.0343376,0.17554963
Victoria,432,2010,B+,B+,A-,E,,,E-,E-,E-,,,,,A,A,,,,A,A,A,,,,E+,E+,E+,A+,A+,A+,A+,B+,B+,,,,A-,A-,A-,A+,A+,A+,E-,E+,E+,E+,E+,E+,B+,B+,B+,E-,,,E,E,E,A+,A+,A+,,2012600,VICTORIA,20,KS,2010,3,0.20937008,0.18578587,0.41069466,0.19455986,,,,,,,,,0.17626284,0.17335497,0.13345277,0.16275176,,,,,,,,
Waconda,272,2010,B+,B+,A-,A+,A,A,A,A,A,A,A,A,,B+,B,,,,B+,A-,A-,,,,B+,B+,B,E-,A+,A+,A,A,A+,,,,B+,B+,B+,E-,A+,A+,B+,A-,E+,E-,E-,E+,B+,B+,B+,A+,,,B+,B+,B+,A+,A+,A+,,2004470,WACONDA,20,KS,2010,3,0.54427212,0.20618856,0.54423022,0.21400908,0.70741516,0.20164551,0.79017127,0.19177318,0.43189043,0.19068894,0.7817992,0.20846234,0.7070719,0.18515658,0.89751273,0.1898057,0.47317123,0.19224121,0.5470944,0.18119761,-0.000485674,0.18731666,0.62222213,0.19220097
WaKeeney,208,2010,B+,B+,A-,E,E,E+,A,A,A,,,A+,,E-,E-,,,E,E+,E+,E,,,,A,A,A,E-,A+,B,A+,A+,A+,,,,B+,B+,,E+,E+,E,B,A+,E+,E-,E-,A+,B+,B+,B+,E-,,,A+,A+,A+,A+,A+,A+,,2012630,WAKEENEY,20,KS,2010,3,-0.22659788,0.15294832,-0.50794965,0.15419647,0.051478878,0.15874997,0.10534582,0.15107091,-0.39592132,0.17103231,-0.33937842,0.17231859,0.2722002,0.16617708,0.25319344,0.15405616,,,,,0.02354536,0.15663514,-0.10226353,0.15377922
Wamego,320,2010,B+,B+,B+,A+,E-,E-,A+,A+,E-,,E,E,E,E,E,,,,A+,,,,,,A,,,E,,,A,,,,,,A-,,,E-,E-,E-,B+,,A+,E-,,E-,B+,,B+,A+,,,E-,,E,E-,,A+,,2000003,WAMEGO,20,KS,2010,3,0.2792958,0.097468026,0.14127935,0.081539854,0.000455467,0.10196052,-0.29116815,0.089183092,0.48909605,0.11311217,0.31344965,0.1090448,0.11048234,0.11959194,-0.28793395,0.084563941,0.15397212,0.11127282,0.38254794,0.10295992,0.12289819,0.088829786,0.30002496,0.11397898
Washington County,108,2010,B+,B+,B,E-,E-,E-,A+,A+,A+,,,,,,E-,,,,A,A,A,,,,A-,A-,A-,A,A,A-,A,B+,B+,,,,A-,A-,A-,E,E,E,A-,E-,E-,E+,E+,E+,B+,B+,B+,E-,,,A+,A+,A+,A,A,A,,2000028,WASHINGTON CO. SCHOOLS,20,KS,2010,3,-0.11162014,0.1958726,-0.19308412,0.19839026,0.0259399,0.18578714,0.024579423,0.17467546,0.14001557,0.16357803,-0.072303064,0.16188689,0.14601423,0.14467967,-0.014582057,0.13382176,0.15653731,0.13820317,-0.007992268,0.12975559,,,,
Wathena,406,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete WP,2012750,WATHENA,20,KS,2010,3,-0.42286891,0.16114086,0.18267424,0.16967186,-0.29925489,0.16530187,-0.45621067,0.15609045,-0.21292391,0.15187888,-0.024124213,0.15526897,-0.18695344,0.15941323,0.009376006,0.14988644,-0.60597861,0.16142689,-0.30307403,0.15815213,-0.14843184,0.168404,-0.067736536,0.16758059
Wellington,353,2010,B+,B+,A-,E-,E-,E-,,,,,,E,,,,,,,A,A,A,E+,E+,,A,A,A,E,E,E,E,E,E,E+,E+,,E,E-,A+,E+,E+,E+,A-,A-,E+,E-,E-,E-,B+,B+,B+,E+,,,,,,E,A+,A+,,2012840,WELLINGTON,20,KS,2010,3,-0.26693043,0.076269887,0.11145839,0.10844359,-0.13096265,0.090272203,0.027542353,0.10086112,0.004187465,0.091634244,0.13291968,0.084581099,0.09739469,0.079865769,0.48983902,0.10632499,-0.39905471,0.083636396,0.30629054,0.1179809,-0.24413654,0.090757608,-0.46817121,0.093964167
